applicant_name,jamb_reg_number,utme_score,olevel_math,olevel_english,olevel_subject_1,olevel_grade_1,olevel_subject_2,olevel_grade_2,olevel_subject_3,olevel_grade_3,olevel_avg_score,course_applied,departmental_cutoff,outcome
Chukwuemeka Ibrahim,202506955607HJ,225,B3,D7,Mathematics,E8,Economics,C5,Further Mathematics,C4,2.6,Accounting,200,REJECTED
Daniel Ibrahim,202522398983CF,192,D7,A1,Economics,B3,Commerce,B2,Further Mathematics,B3,3.8,Business Administration,180,ALTERNATIVE_COURSE
Aisha Okafor,202541847242HJ,174,B3,C6,English Language,A1,Literature,D7,Further Mathematics,A1,3.8,Mass Communication,180,REJECTED
Chukwuemeka Adeleke,202509248762EG,234,D7,B2,Mathematics,C4,Physics,B2,Further Mathematics,A1,3.6,Civil Engineering,210,ALTERNATIVE_COURSE
Fatima Chukwu,202517852282EG,218,C6,B2,Mathematics,C5,Physics,A1,Further Mathematics,B2,3.8,Computer Science,200,QUALIFIED
Blessing Okonkwo,202522072239FG,190,B3,B2,Mathematics,B3,Physics,C6,Further Mathematics,C4,3.6,Computer Science,200,BORDERLINE
Fatima Ogundele,202590162047HJ,165,C6,C4,Mathematics,C4,Fine Art,C5,Further Mathematics,C5,3.0,Architecture,200,REJECTED
Kelvin Abubakar,202599648628HJ,240,C4,C5,English Language,D7,Literature,C4,Further Mathematics,C5,2.8,Mass Communication,180,ALTERNATIVE_COURSE
Funmilayo Nzekwe,202566645057EG,232,C6,B2,Literature,C4,Government,B3,Further Mathematics,B3,3.6,Law,220,QUALIFIED
Oluwaseun Ogundele,202546320374HJ,206,B2,C6,Mathematics,C6,Physics,C4,Further Mathematics,C4,3.2,Computer Science,200,QUALIFIED
Blessing Bello,202521450576HJ,274,C4,C4,English Language,D7,Literature,C4,Further Mathematics,C4,2.8,Mass Communication,180,ALTERNATIVE_COURSE
Chioma Adeyemi,202555348201EG,172,C4,B3,Biology,C4,Chemistry,C4,Further Mathematics,E8,2.8,Medicine and Surgery,280,REJECTED
Solomon Abubakar,202597595450CF,156,B3,A1,Mathematics,B2,Economics,C4,Further Mathematics,A1,4.2,Economics,190,REJECTED
Peter Chukwu,202512657422EG,185,C6,C4,Economics,C4,Commerce,C5,Further Mathematics,C4,3.0,Business Administration,180,QUALIFIED
Oluwaseun Bello,202569362689FG,208,C5,B3,Biology,B2,Chemistry,A1,Further Mathematics,A1,4.2,Medicine and Surgery,280,BORDERLINE
Chukwuemeka Bello,202572711759FG,218,A1,A1,Mathematics,D7,Economics,B3,Further Mathematics,C4,3.8,Accounting,200,ALTERNATIVE_COURSE
Victor Ogundele,202558298493EG,201,E8,B3,Economics,C4,Commerce,D7,Further Mathematics,C6,2.6,Business Administration,180,REJECTED
Solomon Okafor,202594412833EG,222,C4,B3,Mathematics,E8,Physics,B3,Further Mathematics,F9,2.4,Computer Science,200,REJECTED
Solomon Okonkwo,202595413297CF,166,D7,E8,Economics,C5,Commerce,C4,Further Mathematics,C4,2.4,Business Administration,180,REJECTED
Emmanuel Abubakar,202551437769EG,260,E8,A1,Biology,C4,Chemistry,C4,Further Mathematics,C4,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Funmilayo Abubakar,202596111102HJ,207,C4,B2,English Language,B2,Literature,C6,Further Mathematics,B3,3.6,Mass Communication,180,QUALIFIED
Blessing Okafor,202572024559CF,249,D7,E8,Economics,C6,Commerce,C5,Further Mathematics,B2,2.6,Business Administration,180,REJECTED
Blessing Adeleke,202503267149FG,221,B2,B3,Mathematics,A1,Physics,F9,Further Mathematics,A1,3.6,Computer Science,200,ALTERNATIVE_COURSE
Daniel Nwosu,202581793406FG,225,C6,A1,Mathematics,C5,Fine Art,B2,Further Mathematics,C4,3.6,Architecture,200,QUALIFIED
Solomon Okonkwo,202534533722CF,229,C5,C6,Literature,B3,Government,C4,Further Mathematics,B3,3.4,Law,220,QUALIFIED
Chukwuemeka Eze,202555937661FG,225,A1,D7,Biology,B2,Chemistry,F9,Further Mathematics,B2,3.0,Medicine and Surgery,280,REJECTED
Blessing Okafor,202546277657EG,232,D7,C5,Mathematics,B3,Economics,B3,Further Mathematics,B3,3.4,Accounting,200,ALTERNATIVE_COURSE
Fatima Okafor,202524617520EG,256,C5,C5,Biology,C5,Chemistry,E8,Further Mathematics,C6,2.6,Nursing Science,200,ALTERNATIVE_COURSE
Blessing Anyanwu,202505595501HJ,216,C4,C4,Mathematics,B3,Economics,B2,Further Mathematics,B2,3.6,Accounting,200,QUALIFIED
Daniel Chukwu,202568999360HJ,234,B2,B2,Mathematics,C5,Economics,D7,Further Mathematics,C5,3.2,Economics,190,ALTERNATIVE_COURSE
Adaeze Adeleke,202517679935EG,206,C4,C4,Mathematics,C6,Fine Art,A1,Further Mathematics,B3,3.6,Architecture,200,QUALIFIED
Peter Eze,202564083037EG,260,B3,D7,Economics,D7,Commerce,C6,Further Mathematics,C5,2.8,Business Administration,180,REJECTED
Aisha Okonkwo,202508490793FG,186,A1,A1,English Language,A1,Literature,C6,Further Mathematics,C4,4.2,Mass Communication,180,QUALIFIED
Ibrahim Okafor,202561537012FG,273,D7,E8,Biology,B3,Chemistry,C5,Further Mathematics,B2,2.8,Medicine and Surgery,280,REJECTED
Fatima Abubakar,202514488112CF,208,C5,C5,Literature,C4,Government,D7,Further Mathematics,B2,3.0,Law,220,ALTERNATIVE_COURSE
Fatima Adeyemi,202575188781HJ,159,E8,A1,Mathematics,C6,Physics,C6,Further Mathematics,B3,3.2,Computer Science,200,REJECTED
Ibrahim Chukwu,202540911225EG,214,B3,A1,Mathematics,C6,Fine Art,B3,Further Mathematics,B3,4.0,Architecture,200,QUALIFIED
Emmanuel Abubakar,202566186323HJ,186,C6,C4,Mathematics,C4,Economics,E8,Further Mathematics,C5,2.6,Economics,190,ALTERNATIVE_COURSE
Chioma Chukwu,202576553007EG,239,C5,A1,Mathematics,F9,Fine Art,B2,Further Mathematics,C5,3.0,Architecture,200,ALTERNATIVE_COURSE
Emmanuel Abubakar,202571219881EG,187,C4,A1,Mathematics,C5,Physics,B3,Further Mathematics,B3,3.8,Computer Science,200,BORDERLINE
Blessing Anyanwu,202553486401CF,194,C4,F9,Economics,C5,Commerce,B3,Further Mathematics,C5,2.6,Business Administration,180,ALTERNATIVE_COURSE
Daniel Abubakar,202561851744HJ,143,C5,F9,Mathematics,C5,Physics,C6,Further Mathematics,F9,1.8,Civil Engineering,210,REJECTED
Kelvin Adeleke,202591511455CF,194,A1,B3,Mathematics,B2,Physics,A1,Further Mathematics,B2,4.4,Computer Science,200,BORDERLINE
Aisha Anyanwu,202581898484CF,125,C4,C4,Literature,A1,Government,A1,Further Mathematics,B3,4.0,Law,220,REJECTED
Daniel Musa,202502119017CF,154,C6,A1,English Language,D7,Literature,C4,Further Mathematics,C5,3.2,Mass Communication,180,REJECTED
Grace Adeyemi,202552291073EG,236,C6,C4,Economics,B2,Commerce,B2,Further Mathematics,E8,3.0,Business Administration,180,ALTERNATIVE_COURSE
Kelvin Nzekwe,202549378306EG,237,C5,C6,Literature,C5,Government,B2,Further Mathematics,C4,3.2,Law,220,QUALIFIED
Peter Okonkwo,202594439164HJ,224,C5,B2,Mathematics,C4,Fine Art,B3,Further Mathematics,C4,3.4,Architecture,200,QUALIFIED
Fatima Olawale,202591320330CF,176,F9,C4,Mathematics,B2,Physics,B3,Further Mathematics,B2,3.0,Computer Science,200,REJECTED
Amaka Olawale,202506153722CF,208,B2,B2,English Language,E8,Literature,C4,Further Mathematics,C5,3.0,Mass Communication,180,ALTERNATIVE_COURSE
Ibrahim Olawale,202523653377FG,209,B3,C4,Biology,C5,Chemistry,C5,Further Mathematics,C4,3.2,Nursing Science,200,QUALIFIED
Blessing Musa,202578436142FG,169,A1,A1,English Language,C4,Literature,A1,Further Mathematics,D7,4.0,Mass Communication,180,REJECTED
Tunde Abubakar,202543734764EG,262,B2,C6,Mathematics,C4,Physics,C6,Further Mathematics,A1,3.6,Civil Engineering,210,QUALIFIED
Grace Chukwu,202582145841FG,240,B2,D7,Economics,A1,Commerce,B2,Further Mathematics,C4,3.6,Business Administration,180,ALTERNATIVE_COURSE
Grace Nzekwe,202544389982HJ,202,C6,C5,Mathematics,A1,Economics,C4,Further Mathematics,D7,3.2,Economics,190,ALTERNATIVE_COURSE
Peter Abubakar,202507321464FG,210,A1,E8,Mathematics,B3,Economics,C5,Further Mathematics,C4,3.2,Economics,190,ALTERNATIVE_COURSE
Amaka Okonkwo,202579335055HJ,217,B2,C4,Mathematics,C6,Fine Art,C5,Further Mathematics,C4,3.2,Architecture,200,QUALIFIED
Amaka Adeleke,202523603768CF,138,C4,C4,Mathematics,C4,Economics,C4,Further Mathematics,C5,3.0,Accounting,200,REJECTED
Ibrahim Abubakar,202510409614HJ,201,C5,F9,Biology,C4,Chemistry,B2,Further Mathematics,C5,2.6,Medicine and Surgery,280,ALTERNATIVE_COURSE
Funmilayo Chukwu,202530748207EG,186,A1,E8,Mathematics,C5,Economics,A1,Further Mathematics,B3,3.6,Accounting,200,ALTERNATIVE_COURSE
Emmanuel Okonkwo,202555782019CF,174,D7,B2,English Language,C4,Literature,B2,Further Mathematics,C4,3.2,Mass Communication,180,REJECTED
Ibrahim Bello,202524707392CF,200,B2,C6,Mathematics,B2,Physics,A1,Further Mathematics,B2,4.0,Civil Engineering,210,BORDERLINE
Adaeze Nwosu,202512760250EG,272,C5,C5,Biology,B3,Chemistry,C6,Further Mathematics,C6,3.2,Medicine and Surgery,280,BORDERLINE
Grace Musa,202524888995HJ,232,B2,C6,English Language,B2,Literature,B2,Further Mathematics,B2,3.8,Mass Communication,180,QUALIFIED
Fatima Adeleke,202574549303HJ,190,C6,C4,Literature,C5,Government,B2,Further Mathematics,C4,3.2,Law,220,BORDERLINE
Oluwaseun Nzekwe,202503818769EG,230,B3,C4,Mathematics,E8,Physics,D7,Further Mathematics,B2,2.8,Civil Engineering,210,REJECTED
